site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section
Carcinoma of the Conjunctiva,AJCC7,any,T,T4b,Tumor invades bone,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00518
Carcinoma of the Conjunctiva,AJCC7,any,T,T4c,Tumor invades adjacent paranasal sinuses,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00518
Carcinoma of the Conjunctiva,AJCC7,any,T,T4d,"Tumor invades brain * Note : Tumors occur most commonly in the bulbar limbal conjunctiva. ** Note : Adjacent structures include the cornea (3, 6, 9, or 12 clock hours), intraocular compartments, forniceal conjunc- tiva (lower and/or upper), palpebral conjunctiva (lower and/ or upper), tarsal conjunctiva (lower and/or upper), lacrimal punctum and canaliculi (lower and/or upper), plica, caruncle, posterior eyelid lamella, anterior eyelid lamella, and/or eyelid margin (lower and/or upper).",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00518
Carcinoma of the Conjunctiva,AJCC7,any,N,NX,Regional lymph nodes cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00519
Carcinoma of the Conjunctiva,AJCC7,any,N,N0,No regional lymph node metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00519
Carcinoma of the Conjunctiva,AJCC7,any,N,N1,Regional lymph node metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00519
Carcinoma of the Conjunctiva,AJCC7,any,G,GX,Grade cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00521
Carcinoma of the Conjunctiva,AJCC7,any,G,G1,Well differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00521
Carcinoma of the Conjunctiva,AJCC7,any,G,G2,Moderately differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00521
Carcinoma of the Conjunctiva,AJCC7,any,G,G3,Poorly differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00521
Carcinoma of the Conjunctiva,AJCC7,any,G,G4,"Undifferentiated BIBLIOGRAPHY Brownstein S. Mucoepidermoid carcinoma of the conjunctiva with intraocular invasion. Ophthalmology. 1981;88:1226-30. Buus DR, Tse DT, Folberg R. Microscopically controlled excision of conjunctival squamous cell carcinoma. Am J Ophthalmol. 1994;117:97-102. Campbell RJ. Tumors of eyelid, conjunctiva and cornea. In: Garner A, Klintworth GK, editors. Pathobiology of ocular In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,548,B00521
Carcinoma of the Conjunctiva,AJCC7,any,T,T4d,NX N0 N1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,551,B00522
Carcinoma of the Conjunctiva,AJCC7,any,N,N1,M0 M1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,551,B00523
Carcinoma of the Conjunctiva,AJCC7,any,M,M1,"No stage grouping is presently recommended PATHOLOGIC No stage grouping is presently recommended PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: None CLINICALLY SIGNIFICANT: Ki-67 growth fraction_________ General Notes: For identification of special cases of TNM or pTNM classifications, the ""m"" suffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM.",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,551,B00524
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,TX,Primary tumor cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T0,No evidence of primary tumor T(is) Melanoma confi ned to the conjunctival epithelium Malignant conjunctival melanoma of the bulbar conjunctiva,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T1a,Less than or equal to 1 quadrant *,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T1b,More than 1 but less than or equal to 2 quadrants,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T1c,"More than 2 but less than or equal to 3 quadrants T1d Greater than 3 quadrants Malignant conjunctival melanoma of the nonbulbar (palpebral, forniceal caruncular)",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T2a,"No caruncular, less than or equal to 1 quadrant",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T2b,"No caruncular, greater than 1 quadrant",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T2c,"Any caruncular, with less than or equal to 1 quadrant T2d Any caruncular, with greater than 1 quadrant Any malignant conjunctival melanoma with local invasion",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T3a,Globe,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T3b,Eyelid,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T3c,Orbit T3d Sinus,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,T,T4,"Tumor invades the central nervous system * Note : Quadrants are defined by clock hour, starting at the limbus (e.g., 6, 9, 12, 3) extending from the central cor- nea, to and beyond the eyelid margins. This will bisect the caruncle.",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00527
Malignant Melanoma of the Conjunctiva,AJCC7,any,N,NX,"Regional lymph nodes cannot be assessed N0a (biopsied) No regional lymph node metastasis, biopsy performed N0b (not biopsied) No regional lymph node metastasis, biopsy not performed",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00528
Malignant Melanoma of the Conjunctiva,AJCC7,any,N,N1,"Regional lymph node metastasis Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUP No stage grouping is presently recommended Pathologic Primary Tumor (pT) pTX Primary tumor cannot be assessed pT0 No evidence of primary tumor pT(is) Melanoma of the conjunctiva confi ned to the epithelium* pT1a Melanoma of the bulbar conjunctiva not more than 0.5 mm in thickness with invasion of the substantia propria pT1b Melanoma of the bulbar conjunctiva more than 0.5 mm but not more than 1.5 mm in thickness with invasion of the substantia propria pT1c Melanoma of the bulbar conjunctiva greater than 1.5 mm in thickness with invasion of the substantia propria pT2a Melanoma of the palpebral, forniceal, or caruncular conjunctiva not more than 0.5 mm in thickness with invasion of the substantia propria pT2b Melanoma more than 0.5 but not greater than 1.5 mm in thickness with invasion of the sub- stantia propria pT2c Melanoma of the palpebral, forniceal, or carun- cular conjunctiva greater than 1.5 mm in thick- ness with invasion of the substantia propria pT3 Melanoma invades the eye, eyelid, nasolacrimal system, sinuses, or orbit pT4 Melanoma invades the central nervous system * Note : pT(is) melanoma in situ (includes the term primary acquired melanosis) with atypia replacing greater than 75% of the normal epithelial thickness, with cytologic features of epithelioid cells, including abdundant cytoplasm, vesicular nuclei or prominent nucleoli, and/or presence of intraepithe- lial nests of atypical cells. Regional Lymph Nodes (pN) pNX Regional lymph nodes cannot be assessed",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00528
Malignant Melanoma of the Conjunctiva,AJCC7,any,N,pN0,No regional lymph node metastasis,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00528
Malignant Melanoma of the Conjunctiva,AJCC7,any,N,pN1,"Regional lymph node metastasis present In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,556,B00528
Malignant Melanoma of the Conjunctiva,AJCC7,any,G,GX,Origin cannot be assessed G0 Primary acquired melanosis without cellular atypia,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,557,B00529
Malignant Melanoma of the Conjunctiva,AJCC7,any,G,G1,Conjunctival nevus,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,557,B00529
Malignant Melanoma of the Conjunctiva,AJCC7,any,G,G2,Primary acquired melanosis with cellular atypia (epithelial disease only),extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,557,B00529
Malignant Melanoma of the Conjunctiva,AJCC7,any,G,G3,Primary acquired melanosis with epithelial cellular atypia and invasive melanoma,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,557,B00529
Malignant Melanoma of the Conjunctiva,AJCC7,any,G,G4,"De novo malignant melanoma BIBLIOGRAPHY Anastassiou G, Heiligenhaus A, Bechrakis N, Bader E, Bornfeld N, Steuhl KP. Prognostic value of clinical and histopathologi- cal parameters in conjunctival melanomas: a retrospective study. Br J Ophthalmol. 2002;86:163-7. Damato B, Coupland SE. An audit of conjunctival mela- noma treatment in Liverpool. Eye. 2008b. doi:10.1038/ eye.2008.154. Damato B, Coupland SE. Clinical mapping of conjunctival mela- nomas. Br J Ophthalmol. 2008a;92(11):1545-9. Damato B, Coupland SE. Conjunctival melanoma and melano- sis: a reappraisal of terminology, classifi cation and staging. Clin Exper Ophthalmol. 2008;36:786-95. Finger PT, Tran HV, Turbin RE, Perry HD, Abramson DH, Chin K, et al. High-frequency ultrasonographic evaluation of con- junctival intraepithelial neoplasia and squamous cell carci- noma. Arch Ophthalmol. 2003;121:168-72. Kurli M, Finger PT. Melanocytic conjunctival tumors. Ophthal- mol Clin North Am. 2005;18:15-24. Kurli M, Chin K, Finger PT. Whole-body 18 FDG PET/CT imag- ing for lymph node and metastatic staging of conjunctival melanoma. Br J Ophthalmol. 2008;92:479-82. Missotten GS, Keijser S, De Keizer RJ, De Wolff-Rouendaal D. Conjunctival melanoma in the Netherlands: a nationwide study. Invest Ophthalmol Vis Sci. 2005;46:75-82. Seregard S. Conjunctival melanoma. Surv Ophthalmol. 1998;42: 321-50. Sugiura M, Colby KA, Mihm MC, Zembowicz A. Low-risk and high-risk histologic features in conjunctival primary acquired melanosis with atypia: clinicopathologic analysis of 29 cases. Am J Surg Pathol. 2007;31(2):185-92. Tuomaala S, Kivela T. Metastatic pattern and survival in dis- seminated conjunctival melanoma: implications for sentinel lymph node biopsy. Ophthalmology. 2004;111:816-21. Tuomaala S, Eskelin S, Tarkkanen A, Kivela T. Population-based assessment of clinical characteristics predicting outcome of conjunctival melanoma in whites. Invest Ophthalmol Vis Sci. 2002;43:3399-408. Werschnik C, Lommatszch P. Long-term follow-up of patients with conjunctival melanoma. Am J Clin Oncol. 2002;25: 248-55. Wilson MW, Fleming JC, Fleming RM, Haik BG. Sentinel node biopsy fororbital and ocular adnexal tumors. Ophthal Plast Reconstr Surg. 2001a;17:338-44. Wilson MW, Czechonska G, Finger PT, Rausen A, Hooper ME, Haik BG. Chemotherapy for eye cancer. Surv Ophthalmol. 2001b;45:416-44. Yu GP, Hu DN, McCormick S, Finger PT. Conjunctival mela- noma: is it increasing in the United States? Am J Ophthal- mol. 2003;135:800-6. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,557,B00529
