site,edition,classification,t,n,m,grade,location,stage,note
Nasopharynx,AJCC8,yp,T2,N0,M0,Any,Any,II,"source_page=57; extract_method=stage_carried; extra_factors/raw_extra=C09.1 Tonsillar pillar; duplicate_source_page=58; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T1,N1,M0,Any,Any,II,"source_page=57; extract_method=stage_first; extra_factors/raw_extra=C09.0 Tonsillar fossa | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,T1,N0,M0,Any,Any,I,"source_page=57; extract_method=stage_first; extra_factors/raw_extra=C05.2 Uvula; duplicate_source_page=58; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Nasopharynx,AJCC8,yp,Tis,N0,M0,Any,Any,0,"source_page=57; extract_method=stage_first; extra_factors/raw_extra=C02.4 Lingual tonsil; duplicate_source_page=58; duplicate_source_page=62; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Nasopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Mucosal Melanoma of the Head and Neck,AJCC8,any,Any,Any,M1,Any,Any,IVC,source_page=113; extract_method=stage_first; extra_factors/raw_extra=(see Chapters 3-6); duplicate_source_page=114; duplicate_source_page=115 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Mucosal Melanoma of the Head and Neck -> tool_site=Mucosal Melanoma of the Head and Neck | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Mucosal Melanoma of the Head and Neck,AJCC8,any,T4b,Any,M0,Any,Any,IVB,source_page=113; extract_method=stage_first; extra_factors/raw_extra=mucosal melanoma; duplicate_source_page=114; duplicate_source_page=115 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Mucosal Melanoma of the Head and Neck -> tool_site=Mucosal Melanoma of the Head and Neck | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Mucosal Melanoma of the Head and Neck,AJCC8,any,T3-T4a,N1,M0,Any,Any,IVA,source_page=113; extract_method=stage_carried; extra_factors/raw_extra=priate anatomic site chapter; duplicate_source_page=114; duplicate_source_page=115 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Mucosal Melanoma of the Head and Neck -> tool_site=Mucosal Melanoma of the Head and Neck | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Mucosal Melanoma of the Head and Neck,AJCC8,any,T4a,N0,M0,Any,Any,IVA,"source_page=113; extract_method=stage_first; extra_factors/raw_extra=of codes, refer to the appro-; duplicate_source_page=114; duplicate_source_page=115 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Mucosal Melanoma of the Head and Neck -> tool_site=Mucosal Melanoma of the Head and Neck | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Mucosal Melanoma of the Head and Neck,AJCC8,any,T3,N0,M0,Any,Any,III,source_page=113; extract_method=stage_first; extra_factors/raw_extra=For a complete description; duplicate_source_page=114; duplicate_source_page=115 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Mucosal Melanoma of the Head and Neck -> tool_site=Mucosal Melanoma of the Head and Neck | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Merkel Cell Carcinoma,AJCC8,yp,Any,N1|N1b|N2,M0,Any,Any,IIIB,source_page=335; extract_method=stage_first | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Merkel Cell Carcinoma -> tool_site=Merkel Cell Carcinoma | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,AJCC8,yp,T2a,N0,M0,Any,Any,IIB,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G2 | of heart, mediasti-; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,T2a,N0,M0,Any,Any,IIB,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G2 | of heart, mediasti-; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs,AJCC8,yp,T2a|T2b,N0,M0,Any,Any,III,source_page=307; extract_method=stage_first; extra_factors/raw_extra=G3 | and autonomic; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Abdomen and Thoracic Visceral Organs; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,any,T2a,N0,M0,Any,Any,IB,"source_page=313; extract_method=stage_first; extra_factors/raw_extra=G1, GX | IB | T2a | N0 | M0 | G1, GX | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,any,T1b,N0,M0,Any,Any,IA,"source_page=313; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | T1b | N0 | M0 | G1, GX | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,any,T1a,N0,M0,Any,Any,IA,"source_page=313; extract_method=stage_first; extra_factors/raw_extra=G1, GX | IA | T1a | N0 | M0 | G1, GX | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,Any,Any,M1,Any,Any,IV,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=Any G | head, face, and neck; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,Any,N1,M0,Any,Any,III,source_page=307; extract_method=stage_carried; extra_factors/raw_extra=Any G | nervous system of; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,T2a|T2b,N0,M0,Any,Any,III,source_page=307; extract_method=stage_first; extra_factors/raw_extra=G3 | and autonomic; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,T2b,N0,M0,Any,Any,IIB,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G2 | num, and pleura; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,T1b,N0,M0,Any,Any,IIA,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G2, G3 | C38.8 Overlapping lesion; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,T1a,N0,M0,Any,Any,IIA,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G2, G3 | C38.3 Mediastinum, NOS; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,T2b,N0,M0,Any,Any,IB,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | C38.2 Posterior; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,T2a,N0,M0,Any,Any,IB,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G1, GX | mediastinum; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,T1b,N0,M0,Any,Any,IA,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | C38.1 Anterior; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,any,T2b,N0,M0,Any,Any,IB,"source_page=313; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | T2b | N0 | M0 | G1, GX | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma – Unusual Histologies and Sites,AJCC8,yp,T1a,N0,M0,Any,Any,IA,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G1, GX | C38.0 Heart; duplicate_source_page=311 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma – Unusual Histologies and Sites; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation."
Soft Tissue Sarcoma of the Trunk and Extremities,AJCC8,any,Any,N1,M0,Any,Any,IIB,source_page=313; extract_method=stage_carried; extra_factors/raw_extra=Any G | Any T N1 | M0 | Any G | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Soft Tissue Sarcoma -> tool_site=Soft Tissue Sarcoma of the Trunk and Extremities; AJCC7 has one broader Soft Tissue Sarcoma chapter; AJCC8 splits by anatomic site. | SURROGATE_AJCC8_FROM_AJCC7_REVIEW_REQUIRED_v1.7: no AJCC8 stage-grouping rule rows were extractable from the uploaded AJCC8 PDF for this site; copied from AJCC7 to avoid blank result pending cancer committee validation.
